"","dioceses","year","nexus"
"3490","Youngstown","1999",0
"3491","Youngstown","2000",0
"3492","Youngstown","2001",0
"3493","Youngstown","2002",2
"3494","Youngstown","2003",2
"3495","Youngstown","2004",0
"3496","Youngstown","2005",0
"3497","Youngstown","2006",0
"3498","Youngstown","2007",0
"3499","Youngstown","2008",0
"3500","Youngstown","2009",0
"3501","Youngstown","2010",0
"3502","Youngstown","2011",0
"3503","Youngstown","2012",0
"3504","Youngstown","2013",14
"3505","Youngstown","2014",1
"3506","Youngstown","2015",0
"3507","Youngstown","2016",0
"3508","Youngstown","2017",0
"3509","Youngstown","2018",9
"3510","Youngstown","2019",1
"3511","Tulsa","1990",0
"3512","Tulsa","1991",0
"3513","Tulsa","1992",0
"3514","Tulsa","1993",0
"3515","Tulsa","1994",0
"3516","Tulsa","1995",0
"3517","Tulsa","1996",0
"3518","Tulsa","1997",0
"3519","Tulsa","1998",0
"3520","Tulsa","1999",0
"3521","Tulsa","2000",0
"3522","Tulsa","2001",0
"3523","Tulsa","2002",0
"3524","Tulsa","2003",0
"3525","Tulsa","2004",0
"3526","Tulsa","2005",0
"3527","Tulsa","2006",1
"3528","Tulsa","2007",1
"3529","Tulsa","2008",0
"3530","Tulsa","2009",1
"3531","Tulsa","2010",0
"3532","Tulsa","2011",0
"3533","Tulsa","2012",0
"3534","Tulsa","2013",0
"3535","Tulsa","2014",0
"3536","Tulsa","2015",0
"3537","Tulsa","2016",0
"3538","Tulsa","2017",0
"3539","Tulsa","2018",0
"3540","Tulsa","2019",0
"3541","Baker","1990",0
"3542","Baker","1991",0
"3543","Baker","1992",0
"3544","Baker","1993",0
"3545","Baker","1994",0
"3546","Baker","1995",0
"3547","Baker","1996",0
"3548","Baker","1997",0
"3549","Baker","1998",0
"3550","Baker","1999",0
"3551","Baker","2000",0
"3552","Baker","2001",0
"3553","Baker","2002",0
"3554","Baker","2003",2
"3555","Baker","2004",0
"3556","Baker","2005",0
"3557","Baker","2006",1
"3558","Baker","2007",0
"3559","Baker","2008",1
"3560","Baker","2009",0
"3561","Baker","2010",0
"3562","Baker","2011",0
"3563","Baker","2012",0
"3564","Baker","2013",0
"3565","Baker","2014",0
"3566","Baker","2015",0
"3567","Baker","2016",0
"3568","Baker","2017",0
"3569","Baker","2018",0
"3570","Baker","2019",0
"3571","Allentown","1990",0
"3572","Allentown","1991",0
"3573","Allentown","1992",0
"3574","Allentown","1993",0
"3575","Allentown","1994",0
"3576","Allentown","1995",0
"3577","Allentown","1996",0
"3578","Allentown","1997",0
"3579","Allentown","1998",0
"3580","Allentown","1999",0
"3581","Allentown","2000",0
"3582","Allentown","2001",0
"3583","Allentown","2002",0
"3584","Allentown","2003",0
"3585","Allentown","2004",0
"3586","Allentown","2005",0
"3587","Allentown","2006",1
"3588","Allentown","2007",0
"3589","Allentown","2008",1
"3590","Allentown","2009",0
"3591","Allentown","2010",6
"3592","Allentown","2011",0
"3593","Allentown","2012",0
"3594","Allentown","2013",1
"3595","Allentown","2014",0
"3596","Allentown","2015",0
"3597","Allentown","2016",5
"3598","Allentown","2017",0
"3599","Allentown","2018",34
"3600","Allentown","2019",0
"3601","Altoona-Johnstown","1990",1
"3602","Altoona-Johnstown","1991",0
"3603","Altoona-Johnstown","1992",0
"3604","Altoona-Johnstown","1993",0
"3605","Altoona-Johnstown","1994",0
"3606","Altoona-Johnstown","1995",0
"3607","Altoona-Johnstown","1996",0
"3608","Altoona-Johnstown","1997",0
"3609","Altoona-Johnstown","1998",0
"3610","Altoona-Johnstown","1999",0
"3611","Altoona-Johnstown","2000",0
"3612","Altoona-Johnstown","2001",0
"3613","Altoona-Johnstown","2002",0
"3614","Altoona-Johnstown","2003",5
"3615","Altoona-Johnstown","2004",3
"3616","Altoona-Johnstown","2005",2
"3617","Altoona-Johnstown","2006",1
"3618","Altoona-Johnstown","2007",0
"3619","Altoona-Johnstown","2008",0
"3620","Altoona-Johnstown","2009",0
"3621","Altoona-Johnstown","2010",0
"3622","Altoona-Johnstown","2011",0
"3623","Altoona-Johnstown","2012",1
"3624","Altoona-Johnstown","2013",14
"3625","Altoona-Johnstown","2014",2
"3626","Altoona-Johnstown","2015",4
"3627","Altoona-Johnstown","2016",64
"3628","Altoona-Johnstown","2017",5
"3629","Altoona-Johnstown","2018",45
"3630","Altoona-Johnstown","2019",173
"3631","Erie","1990",0
"3632","Erie","1991",0
"3633","Erie","1992",0
"3634","Erie","1993",0
"3635","Erie","1994",0
"3636","Erie","1995",0
"3637","Erie","1996",0
"3638","Erie","1997",0
"3639","Erie","1998",0
"3640","Erie","1999",0
"3641","Erie","2000",0
"3642","Erie","2001",0
"3643","Erie","2002",0
"3644","Erie","2003",0
"3645","Erie","2004",0
"3646","Erie","2005",0
"3647","Erie","2006",0
"3648","Erie","2007",0
"3649","Erie","2008",0
"3650","Erie","2009",0
"3651","Erie","2010",0
"3652","Erie","2011",0
"3653","Erie","2012",1
"3654","Erie","2013",0
"3655","Erie","2014",0
"3656","Erie","2015",1
"3657","Erie","2016",0
"3658","Erie","2017",0
"3659","Erie","2018",64
"3660","Erie","2019",10
"3661","Greensburg","1990",0
"3662","Greensburg","1991",0
"3663","Greensburg","1992",0
"3664","Greensburg","1993",0
"3665","Greensburg","1994",0
"3666","Greensburg","1995",0
"3667","Greensburg","1996",0
"3668","Greensburg","1997",0
"3669","Greensburg","1998",0
"3670","Greensburg","1999",0
"3671","Greensburg","2000",0
"3672","Greensburg","2001",0
"3673","Greensburg","2002",0
"3674","Greensburg","2003",0
"3675","Greensburg","2004",0
"3676","Greensburg","2005",0
"3677","Greensburg","2006",0
"3678","Greensburg","2007",0
"3679","Greensburg","2008",0
"3680","Greensburg","2009",0
"3681","Greensburg","2010",0
"3682","Greensburg","2011",0
"3683","Greensburg","2012",0
"3684","Greensburg","2013",0
"3685","Greensburg","2014",0
"3686","Greensburg","2015",0
"3687","Greensburg","2016",0
"3688","Greensburg","2017",4
"3689","Greensburg","2018",44
"3690","Greensburg","2019",7
"3691","Harrisburg","1990",0
"3692","Harrisburg","1991",0
"3693","Harrisburg","1992",0
"3694","Harrisburg","1993",0
"3695","Harrisburg","1994",0
"3696","Harrisburg","1995",0
"3697","Harrisburg","1996",0
"3698","Harrisburg","1997",0
"3699","Harrisburg","1998",0
"3700","Harrisburg","1999",0
"3701","Harrisburg","2000",0
"3702","Harrisburg","2001",0
"3703","Harrisburg","2002",0
"3704","Harrisburg","2003",0
"3705","Harrisburg","2004",0
"3706","Harrisburg","2005",0
"3707","Harrisburg","2006",0
"3708","Harrisburg","2007",0
"3709","Harrisburg","2008",0
"3710","Harrisburg","2009",0
"3711","Harrisburg","2010",0
"3712","Harrisburg","2011",2
"3713","Harrisburg","2012",0
"3714","Harrisburg","2013",1
"3715","Harrisburg","2014",0
"3716","Harrisburg","2015",0
"3717","Harrisburg","2016",2
"3718","Harrisburg","2017",0
"3719","Harrisburg","2018",45
"3720","Harrisburg","2019",6
"3721","Pittsburgh","1990",0
"3722","Pittsburgh","1991",0
"3723","Pittsburgh","1992",0
"3724","Pittsburgh","1993",0
"3725","Pittsburgh","1994",0
"3726","Pittsburgh","1995",0
"3727","Pittsburgh","1996",0
"3728","Pittsburgh","1997",0
"3729","Pittsburgh","1998",0
"3730","Pittsburgh","1999",0
"3731","Pittsburgh","2000",0
"3732","Pittsburgh","2001",0
"3733","Pittsburgh","2002",8
"3734","Pittsburgh","2003",5
"3735","Pittsburgh","2004",0
"3736","Pittsburgh","2005",0
"3737","Pittsburgh","2006",0
"3738","Pittsburgh","2007",21
"3739","Pittsburgh","2008",0
"3740","Pittsburgh","2009",1
"3741","Pittsburgh","2010",4
"3742","Pittsburgh","2011",0
"3743","Pittsburgh","2012",7
"3744","Pittsburgh","2013",1
"3745","Pittsburgh","2014",2
"3746","Pittsburgh","2015",0
"3747","Pittsburgh","2016",109
"3748","Pittsburgh","2017",0
"3749","Pittsburgh","2018",0
"3750","Pittsburgh","2019",0
"3751","Scranton","1990",0
"3752","Scranton","1991",0
"3753","Scranton","1992",0
"3754","Scranton","1993",0
"3755","Scranton","1994",0
"3756","Scranton","1995",0
"3757","Scranton","1996",0
"3758","Scranton","1997",0
"3759","Scranton","1998",0
"3760","Scranton","1999",0
"3761","Scranton","2000",0
"3762","Scranton","2001",0
"3763","Scranton","2002",0
"3764","Scranton","2003",0
"3765","Scranton","2004",0
"3766","Scranton","2005",0
"3767","Scranton","2006",0
"3768","Scranton","2007",70
"3769","Scranton","2008",0
"3770","Scranton","2009",0
"3771","Scranton","2010",0
"3772","Scranton","2011",0
"3773","Scranton","2012",0
"3774","Scranton","2013",0
"3775","Scranton","2014",11
"3776","Scranton","2015",0
"3777","Scranton","2016",1
"3778","Scranton","2017",0
"3779","Scranton","2018",45
"3780","Scranton","2019",9
"3781","Providence","1990",0
"3782","Providence","1991",0
"3783","Providence","1992",0
"3784","Providence","1993",1
"3785","Providence","1994",0
"3786","Providence","1995",0
"3787","Providence","1996",0
"3788","Providence","1997",0
"3789","Providence","1998",0
"3790","Providence","1999",0
"3791","Providence","2000",0
"3792","Providence","2001",0
"3793","Providence","2002",5
"3794","Providence","2003",0
"3795","Providence","2004",2
"3796","Providence","2005",0
"3797","Providence","2006",0
"3798","Providence","2007",1
"3799","Providence","2008",6
"3800","Providence","2009",0
"3801","Providence","2010",6
"3802","Providence","2011",1
"3803","Providence","2012",0
"3804","Providence","2013",0
"3805","Providence","2014",0
"3806","Providence","2015",0
"3807","Providence","2016",0
"3808","Providence","2017",0
"3809","Providence","2018",2
"3810","Providence","2019",11
"3811","Charleston","1990",0
"3812","Charleston","1991",0
"3813","Charleston","1992",0
"3814","Charleston","1993",0
"3815","Charleston","1994",0
"3816","Charleston","1995",0
"3817","Charleston","1996",0
"3818","Charleston","1997",0
"3819","Charleston","1998",0
"3820","Charleston","1999",0
"3821","Charleston","2000",0
"3822","Charleston","2001",0
"3823","Charleston","2002",0
"3824","Charleston","2003",0
"3825","Charleston","2004",0
"3826","Charleston","2005",0
"3827","Charleston","2006",0
"3828","Charleston","2007",0
"3829","Charleston","2008",0
"3830","Charleston","2009",0
"3831","Charleston","2010",0
"3832","Charleston","2011",1
"3833","Charleston","2012",8
"3834","Charleston","2013",0
"3835","Charleston","2014",0
"3836","Charleston","2015",0
"3837","Charleston","2016",1
"3838","Charleston","2017",0
"3839","Charleston","2018",13
"3840","Charleston","2019",35
"3841","Rapid City","1990",0
"3842","Rapid City","1991",0
"3843","Rapid City","1992",0
"3844","Rapid City","1993",0
"3845","Rapid City","1994",0
"3846","Rapid City","1995",0
"3847","Rapid City","1996",0
"3848","Rapid City","1997",0
"3849","Rapid City","1998",0
"3850","Rapid City","1999",0
"3851","Rapid City","2000",0
"3852","Rapid City","2001",0
"3853","Rapid City","2002",3
"3854","Rapid City","2003",0
"3855","Rapid City","2004",2
"3856","Rapid City","2005",0
"3857","Rapid City","2006",0
"3858","Rapid City","2007",0
"3859","Rapid City","2008",0
"3860","Rapid City","2009",0
"3861","Rapid City","2010",3
"3862","Rapid City","2011",0
"3863","Rapid City","2012",0
"3864","Rapid City","2013",0
"3865","Rapid City","2014",0
"3866","Rapid City","2015",0
"3867","Rapid City","2016",0
"3868","Rapid City","2017",0
"3869","Rapid City","2018",7
"3870","Rapid City","2019",10
"3871","Sioux Falls","1990",0
"3872","Sioux Falls","1991",0
"3873","Sioux Falls","1992",0
"3874","Sioux Falls","1993",0
"3875","Sioux Falls","1994",0
"3876","Sioux Falls","1995",0
"3877","Sioux Falls","1996",0
"3878","Sioux Falls","1997",0
"3879","Sioux Falls","1998",0
"3880","Sioux Falls","1999",0
"3881","Sioux Falls","2000",0
"3882","Sioux Falls","2001",0
"3883","Sioux Falls","2002",3
"3884","Sioux Falls","2003",3
"3885","Sioux Falls","2004",0
"3886","Sioux Falls","2005",0
"3887","Sioux Falls","2006",0
"3888","Sioux Falls","2007",0
"3889","Sioux Falls","2008",0
"3890","Sioux Falls","2009",0
"3891","Sioux Falls","2010",0
"3892","Sioux Falls","2011",0
"3893","Sioux Falls","2012",0
"3894","Sioux Falls","2013",0
"3895","Sioux Falls","2014",0
"3896","Sioux Falls","2015",0
"3897","Sioux Falls","2016",0
"3898","Sioux Falls","2017",0
"3899","Sioux Falls","2018",0
"3900","Sioux Falls","2019",9
"3901","Knoxville","1990",0
"3902","Knoxville","1991",0
"3903","Knoxville","1992",0
"3904","Knoxville","1993",0
"3905","Knoxville","1994",0
"3906","Knoxville","1995",0
"3907","Knoxville","1996",0
"3908","Knoxville","1997",0
"3909","Knoxville","1998",0
"3910","Knoxville","1999",0
"3911","Knoxville","2000",0
"3912","Knoxville","2001",0
"3913","Knoxville","2002",3
"3914","Knoxville","2003",2
"3915","Knoxville","2004",2
"3916","Knoxville","2005",0
"3917","Knoxville","2006",0
"3918","Knoxville","2007",1
"3919","Knoxville","2008",0
"3920","Knoxville","2009",0
"3921","Knoxville","2010",0
"3922","Knoxville","2011",0
"3923","Knoxville","2012",0
"3924","Knoxville","2013",0
"3925","Knoxville","2014",0
"3926","Knoxville","2015",0
"3927","Knoxville","2016",0
"3928","Knoxville","2017",0
"3929","Knoxville","2018",0
"3930","Knoxville","2019",0
"3931","Memphis","1990",0
"3932","Memphis","1991",0
"3933","Memphis","1992",0
"3934","Memphis","1993",0
"3935","Memphis","1994",0
"3936","Memphis","1995",0
"3937","Memphis","1996",0
"3938","Memphis","1997",0
"3939","Memphis","1998",0
"3940","Memphis","1999",0
"3941","Memphis","2000",0
"3942","Memphis","2001",0
"3943","Memphis","2002",0
"3944","Memphis","2003",0
"3945","Memphis","2004",0
"3946","Memphis","2005",2
"3947","Memphis","2006",1
"3948","Memphis","2007",1
"3949","Memphis","2008",1
"3950","Memphis","2009",1
"3951","Memphis","2010",1
"3952","Memphis","2011",0
"3953","Memphis","2012",0
"3954","Memphis","2013",0
"3955","Memphis","2014",0
"3956","Memphis","2015",0
"3957","Memphis","2016",0
"3958","Memphis","2017",0
"3959","Memphis","2018",0
"3960","Memphis","2019",1
"3961","Nashville","1990",0
"3962","Nashville","1991",0
"3963","Nashville","1992",0
"3964","Nashville","1993",0
"3965","Nashville","1994",0
"3966","Nashville","1995",0
"3967","Nashville","1996",0
"3968","Nashville","1997",0
"3969","Nashville","1998",0
"3970","Nashville","1999",0
"3971","Nashville","2000",0
"3972","Nashville","2001",0
"3973","Nashville","2002",0
"3974","Nashville","2003",0
"3975","Nashville","2004",0
"3976","Nashville","2005",3
"3977","Nashville","2006",0
"3978","Nashville","2007",1
"3979","Nashville","2008",0
"3980","Nashville","2009",0
"3981","Nashville","2010",0
"3982","Nashville","2011",0
"3983","Nashville","2012",0
"3984","Nashville","2013",0
"3985","Nashville","2014",0
"3986","Nashville","2015",0
"3987","Nashville","2016",0
"3988","Nashville","2017",0
"3989","Nashville","2018",3
"3990","Nashville","2019",0
"3991","Amarillo","1990",0
"3992","Amarillo","1991",0
"3993","Amarillo","1992",0
"3994","Amarillo","1993",0
"3995","Amarillo","1994",0
"3996","Amarillo","1995",0
"3997","Amarillo","1996",0
"3998","Amarillo","1997",0
"3999","Amarillo","1998",0
"4000","Amarillo","1999",0
"4001","Amarillo","2000",0
"4002","Amarillo","2001",0
"4003","Amarillo","2002",2
"4004","Amarillo","2003",0
"4005","Amarillo","2004",0
"4006","Amarillo","2005",0
"4007","Amarillo","2006",0
"4008","Amarillo","2007",0
"4009","Amarillo","2008",0
"4010","Amarillo","2009",0
"4011","Amarillo","2010",0
"4012","Amarillo","2011",0
"4013","Amarillo","2012",0
"4014","Amarillo","2013",1
"4015","Amarillo","2014",0
"4016","Amarillo","2015",0
"4017","Amarillo","2016",0
"4018","Amarillo","2017",0
"4019","Amarillo","2018",0
"4020","Amarillo","2019",0
"4021","Austin","1990",0
"4022","Austin","1991",0
"4023","Austin","1992",0
"4024","Austin","1993",0
"4025","Austin","1994",0
"4026","Austin","1995",0
"4027","Austin","1996",0
"4028","Austin","1997",0
"4029","Austin","1998",0
"4030","Austin","1999",0
"4031","Austin","2000",0
"4032","Austin","2001",0
"4033","Austin","2002",0
"4034","Austin","2003",0
"4035","Austin","2004",0
"4036","Austin","2005",0
"4037","Austin","2006",0
"4038","Austin","2007",0
"4039","Austin","2008",0
"4040","Austin","2009",0
"4041","Austin","2010",0
"4042","Austin","2011",0
"4043","Austin","2012",0
"4044","Austin","2013",0
"4045","Austin","2014",0
"4046","Austin","2015",0
"4047","Austin","2016",0
"4048","Austin","2017",0
"4049","Austin","2018",1
"4050","Austin","2019",0
"4051","Beaumont","1990",0
"4052","Beaumont","1991",0
"4053","Beaumont","1992",0
"4054","Beaumont","1993",0
"4055","Beaumont","1994",0
"4056","Beaumont","1995",0
"4057","Beaumont","1996",0
"4058","Beaumont","1997",0
"4059","Beaumont","1998",0
"4060","Beaumont","1999",0
"4061","Beaumont","2000",0
"4062","Beaumont","2001",0
"4063","Beaumont","2002",0
"4064","Beaumont","2003",0
"4065","Beaumont","2004",0
"4066","Beaumont","2005",0
"4067","Beaumont","2006",0
"4068","Beaumont","2007",0
"4069","Beaumont","2008",0
"4070","Beaumont","2009",0
"4071","Beaumont","2010",0
"4072","Beaumont","2011",0
"4073","Beaumont","2012",0
"4074","Beaumont","2013",0
"4075","Beaumont","2014",0
"4076","Beaumont","2015",1
"4077","Beaumont","2016",0
"4078","Beaumont","2017",0
"4079","Beaumont","2018",0
"4080","Beaumont","2019",8
"4081","Brownsville","1990",0
"4082","Brownsville","1991",0
"4083","Brownsville","1992",0
"4084","Brownsville","1993",0
"4085","Brownsville","1994",0
"4086","Brownsville","1995",0
"4087","Brownsville","1996",0
"4088","Brownsville","1997",0
"4089","Brownsville","1998",0
"4090","Brownsville","1999",0
"4091","Brownsville","2000",0
"4092","Brownsville","2001",0
"4093","Brownsville","2002",0
"4094","Brownsville","2003",0
"4095","Brownsville","2004",3
"4096","Brownsville","2005",0
"4097","Brownsville","2006",0
"4098","Brownsville","2007",0
"4099","Brownsville","2008",0
"4100","Brownsville","2009",0
"4101","Brownsville","2010",0
"4102","Brownsville","2011",0
"4103","Brownsville","2012",0
"4104","Brownsville","2013",0
"4105","Brownsville","2014",0
"4106","Brownsville","2015",0
"4107","Brownsville","2016",0
"4108","Brownsville","2017",0
"4109","Brownsville","2018",0
"4110","Brownsville","2019",0
"4111","Corpus Christi","1990",0
"4112","Corpus Christi","1991",0
"4113","Corpus Christi","1992",0
"4114","Corpus Christi","1993",0
"4115","Corpus Christi","1994",0
"4116","Corpus Christi","1995",0
"4117","Corpus Christi","1996",0
"4118","Corpus Christi","1997",0
"4119","Corpus Christi","1998",0
"4120","Corpus Christi","1999",0
"4121","Corpus Christi","2000",0
"4122","Corpus Christi","2001",0
"4123","Corpus Christi","2002",0
"4124","Corpus Christi","2003",0
"4125","Corpus Christi","2004",0
"4126","Corpus Christi","2005",0
"4127","Corpus Christi","2006",0
"4128","Corpus Christi","2007",0
"4129","Corpus Christi","2008",3
"4130","Corpus Christi","2009",0
"4131","Corpus Christi","2010",1
"4132","Corpus Christi","2011",0
"4133","Corpus Christi","2012",0
"4134","Corpus Christi","2013",0
"4135","Corpus Christi","2014",0
"4136","Corpus Christi","2015",0
"4137","Corpus Christi","2016",0
"4138","Corpus Christi","2017",0
"4139","Corpus Christi","2018",0
"4140","Corpus Christi","2019",0
"4141","Dallas","1990",0
"4142","Dallas","1991",0
"4143","Dallas","1992",0
"4144","Dallas","1993",0
"4145","Dallas","1994",0
"4146","Dallas","1995",0
"4147","Dallas","1996",0
"4148","Dallas","1997",3
"4149","Dallas","1998",26
"4150","Dallas","1999",0
"4151","Dallas","2000",0
"4152","Dallas","2001",0
"4153","Dallas","2002",29
"4154","Dallas","2003",11
"4155","Dallas","2004",3
"4156","Dallas","2005",1
"4157","Dallas","2006",2
"4158","Dallas","2007",1
"4159","Dallas","2008",0
"4160","Dallas","2009",2
"4161","Dallas","2010",0
"4162","Dallas","2011",0
"4163","Dallas","2012",0
"4164","Dallas","2013",0
"4165","Dallas","2014",0
"4166","Dallas","2015",0
"4167","Dallas","2016",0
"4168","Dallas","2017",0
"4169","Dallas","2018",11
"4170","Dallas","2019",12
"4171","El Paso","1990",0
"4172","El Paso","1991",0
"4173","El Paso","1992",0
"4174","El Paso","1993",0
"4175","El Paso","1994",0
"4176","El Paso","1995",0
"4177","El Paso","1996",0
"4178","El Paso","1997",0
"4179","El Paso","1998",0
"4180","El Paso","1999",0
"4181","El Paso","2000",0
"4182","El Paso","2001",0
"4183","El Paso","2002",0
"4184","El Paso","2003",0
"4185","El Paso","2004",0
"4186","El Paso","2005",0
"4187","El Paso","2006",0
"4188","El Paso","2007",2
"4189","El Paso","2008",0
"4190","El Paso","2009",0
"4191","El Paso","2010",0
"4192","El Paso","2011",0
"4193","El Paso","2012",0
"4194","El Paso","2013",0
"4195","El Paso","2014",0
"4196","El Paso","2015",0
"4197","El Paso","2016",0
"4198","El Paso","2017",0
"4199","El Paso","2018",1
"4200","El Paso","2019",0
"4201","Fort Worth","1990",0
"4202","Fort Worth","1991",0
"4203","Fort Worth","1992",0
"4204","Fort Worth","1993",0
"4205","Fort Worth","1994",0
"4206","Fort Worth","1995",0
"4207","Fort Worth","1996",0
"4208","Fort Worth","1997",0
"4209","Fort Worth","1998",0
"4210","Fort Worth","1999",0
"4211","Fort Worth","2000",0
"4212","Fort Worth","2001",0
"4213","Fort Worth","2002",0
"4214","Fort Worth","2003",0
"4215","Fort Worth","2004",0
"4216","Fort Worth","2005",3
"4217","Fort Worth","2006",6
"4218","Fort Worth","2007",2
"4219","Fort Worth","2008",15
"4220","Fort Worth","2009",9
"4221","Fort Worth","2010",0
"4222","Fort Worth","2011",2
"4223","Fort Worth","2012",2
"4224","Fort Worth","2013",1
"4225","Fort Worth","2014",1
"4226","Fort Worth","2015",0
"4227","Fort Worth","2016",0
"4228","Fort Worth","2017",0
"4229","Fort Worth","2018",0
"4230","Fort Worth","2019",0
"4231","Laredo","1990",0
"4232","Laredo","1991",0
"4233","Laredo","1992",0
"4234","Laredo","1993",0
"4235","Laredo","1994",0
"4236","Laredo","1995",0
"4237","Laredo","1996",0
"4238","Laredo","1997",0
"4239","Laredo","1998",0
"4240","Laredo","1999",0
"4241","Laredo","2000",0
"4242","Laredo","2001",0
"4243","Laredo","2002",0
"4244","Laredo","2003",0
"4245","Laredo","2004",0
"4246","Laredo","2005",0
"4247","Laredo","2006",0
"4248","Laredo","2007",0
"4249","Laredo","2008",0
"4250","Laredo","2009",0
"4251","Laredo","2010",0
"4252","Laredo","2011",1
"4253","Laredo","2012",0
"4254","Laredo","2013",0
"4255","Laredo","2014",0
"4256","Laredo","2015",0
"4257","Laredo","2016",0
"4258","Laredo","2017",0
"4259","Laredo","2018",0
"4260","Laredo","2019",0
"4261","Lubbock","1990",0
"4262","Lubbock","1991",0
"4263","Lubbock","1992",0
"4264","Lubbock","1993",0
"4265","Lubbock","1994",0
"4266","Lubbock","1995",0
"4267","Lubbock","1996",0
"4268","Lubbock","1997",0
"4269","Lubbock","1998",0
"4270","Lubbock","1999",0
"4271","Lubbock","2000",0
"4272","Lubbock","2001",0
"4273","Lubbock","2002",0
"4274","Lubbock","2003",0
"4275","Lubbock","2004",0
"4276","Lubbock","2005",0
"4277","Lubbock","2006",0
"4278","Lubbock","2007",0
"4279","Lubbock","2008",0
"4280","Lubbock","2009",0
"4281","Lubbock","2010",0
"4282","Lubbock","2011",0
"4283","Lubbock","2012",0
"4284","Lubbock","2013",0
"4285","Lubbock","2014",0
"4286","Lubbock","2015",0
"4287","Lubbock","2016",0
"4288","Lubbock","2017",0
"4289","Lubbock","2018",0
"4290","Lubbock","2019",0
"4291","San Angelo","1990",0
"4292","San Angelo","1991",0
"4293","San Angelo","1992",0
"4294","San Angelo","1993",0
"4295","San Angelo","1994",0
"4296","San Angelo","1995",0
"4297","San Angelo","1996",0
"4298","San Angelo","1997",0
"4299","San Angelo","1998",0
"4300","San Angelo","1999",0
"4301","San Angelo","2000",0
"4302","San Angelo","2001",0
"4303","San Angelo","2002",0
"4304","San Angelo","2003",0
"4305","San Angelo","2004",0
"4306","San Angelo","2005",0
"4307","San Angelo","2006",0
"4308","San Angelo","2007",0
"4309","San Angelo","2008",0
"4310","San Angelo","2009",1
"4311","San Angelo","2010",0
"4312","San Angelo","2011",0
"4313","San Angelo","2012",0
"4314","San Angelo","2013",0
"4315","San Angelo","2014",0
"4316","San Angelo","2015",0
"4317","San Angelo","2016",0
"4318","San Angelo","2017",0
"4319","San Angelo","2018",0
"4320","San Angelo","2019",0
"4321","Tyler","1990",0
"4322","Tyler","1991",0
"4323","Tyler","1992",0
"4324","Tyler","1993",0
"4325","Tyler","1994",0
"4326","Tyler","1995",0
"4327","Tyler","1996",0
"4328","Tyler","1997",0
"4329","Tyler","1998",0
"4330","Tyler","1999",0
"4331","Tyler","2000",0
"4332","Tyler","2001",0
"4333","Tyler","2002",0
"4334","Tyler","2003",0
"4335","Tyler","2004",0
"4336","Tyler","2005",0
"4337","Tyler","2006",0
"4338","Tyler","2007",0
"4339","Tyler","2008",0
"4340","Tyler","2009",0
"4341","Tyler","2010",0
"4342","Tyler","2011",0
"4343","Tyler","2012",0
"4344","Tyler","2013",0
"4345","Tyler","2014",0
"4346","Tyler","2015",0
"4347","Tyler","2016",0
"4348","Tyler","2017",0
"4349","Tyler","2018",0
"4350","Tyler","2019",0
"4351","Victoria","1990",0
"4352","Victoria","1991",0
"4353","Victoria","1992",0
"4354","Victoria","1993",0
"4355","Victoria","1994",0
"4356","Victoria","1995",0
"4357","Victoria","1996",0
"4358","Victoria","1997",0
"4359","Victoria","1998",0
"4360","Victoria","1999",0
"4361","Victoria","2000",0
"4362","Victoria","2001",0
"4363","Victoria","2002",0
"4364","Victoria","2003",0
"4365","Victoria","2004",0
"4366","Victoria","2005",0
"4367","Victoria","2006",0
"4368","Victoria","2007",0
"4369","Victoria","2008",0
"4370","Victoria","2009",0
"4371","Victoria","2010",1
"4372","Victoria","2011",0
"4373","Victoria","2012",0
"4374","Victoria","2013",0
"4375","Victoria","2014",0
"4376","Victoria","2015",0
"4377","Victoria","2016",0
"4378","Victoria","2017",4
"4379","Victoria","2018",0
"4380","Victoria","2019",0
"4381","Salt Lake City","1990",0
"4382","Salt Lake City","1991",0
"4383","Salt Lake City","1992",0
"4384","Salt Lake City","1993",0
"4385","Salt Lake City","1994",0
"4386","Salt Lake City","1995",0
"4387","Salt Lake City","1996",0
"4388","Salt Lake City","1997",0
"4389","Salt Lake City","1998",0
"4390","Salt Lake City","1999",0
"4391","Salt Lake City","2000",0
"4392","Salt Lake City","2001",0
"4393","Salt Lake City","2002",5
"4394","Salt Lake City","2003",0
"4395","Salt Lake City","2004",0
"4396","Salt Lake City","2005",0
"4397","Salt Lake City","2006",0
"4398","Salt Lake City","2007",0
"4399","Salt Lake City","2008",0
"4400","Salt Lake City","2009",0
"4401","Salt Lake City","2010",0
"4402","Salt Lake City","2011",0
"4403","Salt Lake City","2012",0
"4404","Salt Lake City","2013",0
"4405","Salt Lake City","2014",0
"4406","Salt Lake City","2015",0
"4407","Salt Lake City","2016",0
"4408","Salt Lake City","2017",0
"4409","Salt Lake City","2018",6
"4410","Salt Lake City","2019",1
"4411","Burlington","1990",0
"4412","Burlington","1991",0
"4413","Burlington","1992",0
"4414","Burlington","1993",0
"4415","Burlington","1994",0
"4416","Burlington","1995",0
"4417","Burlington","1996",0
"4418","Burlington","1997",0
"4419","Burlington","1998",0
"4420","Burlington","1999",0
"4421","Burlington","2000",0
"4422","Burlington","2001",0
"4423","Burlington","2002",0
"4424","Burlington","2003",0
"4425","Burlington","2004",0
"4426","Burlington","2005",0
"4427","Burlington","2006",3
"4428","Burlington","2007",1
